#	0.00000046
$	0.00000165
'	0.00000128
'Ｓ	0.00000028
'ｅｖｏｌｕｔｉｏｎ	0.00000009
'ｌｌ	0.00000009
'ｒｅ	0.00000009
'ｓ	0.00000128
'ｔ	0.00000037
;	0.00000156
</s>	0.03927687
=	0.00000275
@	0.00000211
\	0.00000064
^	0.00000009
`	0.00000018
~ｔｒｉａｄ	0.00000009
£	0.00000018
¥	0.00000037
°	0.00000055
´	0.00000018
×	0.00000550
Α	0.00000009
α	0.00000046
β	0.00000018
μ	0.00000009
А	0.00000009
М	0.00000009
С	0.00000018
‐	0.00000018
—	0.00000935
——	0.00014984
———	0.00000009
——え	0.00000009
—ブル	0.00000009
‘	0.00000174
’	0.00000193
“	0.00009253
”	0.00011701
‥	0.00000110
…	0.00022834
……	0.00006813
※	0.00000248
℃	0.00000202
Ⅰ	0.00000009
Ⅱ	0.00000028
⇒	0.00000018
−	0.00015589
−ス	0.00000009
−ズ	0.00000009
−ル	0.00000009
−ン	0.00000009
∞	0.00000028
──	0.00000871
──ファーガソン	0.00000009
──ブ	0.00000018
│	0.00000009
▲	0.00000009
○	0.00000559
○○	0.00000009
●	0.00000083
★	0.00000009
☆	0.00000018
♂	0.00000018
、	0.04031521
、リック	0.00000009
、二	0.00000028
、５	0.00000028
、７	0.00000018
。	0.03812619
〆	0.00000009
〇	0.00000018
〈	0.00000009
「	0.00507737
」	0.00514064
『	0.00033499
『＿』	0.00000009
』	0.00033719
〓	0.00000009
〜	0.00028483
〜ん	0.00000018
〜＾	0.00000110
〝	0.00000009
〟	0.00000009
あ	0.00579237
あぁ	0.00000624
あぁわし	0.00000009
ああ	0.00006768
あああ	0.00000009
ああい	0.00000009
ああお	0.00000009
ああした	0.00000009
ああそ	0.00000009
ああそう	0.00000009
ああっ	0.00000009
ああな	0.00000009
ああなるほど	0.00000028
ああー	0.00000009
ああーっ	0.00000009
あい	0.00000807
あいあい	0.00000037
あいこ	0.00000046
あいさい	0.00000009
あいさつ	0.00000422
あいさん	0.00000028
あいず	0.00000009
あいそ	0.00000018
あいだ	0.00003641
あいつ	0.00002091
あいつら	0.00000028
あいづち	0.00000018
あいて	0.00000046
あいで	0.00000009
あいに	0.00000009
あいにく	0.00000642
あいにくど	0.00000009
あいのり	0.00000009
あいま	0.00000009
あいまい	0.00000202
あえ	0.00000669
あえい	0.00000046
あえぎ	0.00000018
あえぐ	0.00000028
あえて	0.00000880
あえ物	0.00000009
あお	0.00000312
あおい	0.00000037
あおいだり	0.00000009
あおぎ	0.00000009
あおざめ	0.00000009
あおむけ	0.00000119
あおむし	0.00000009
あおり	0.00000092
あおりたて	0.00000009
あか	0.00000037
あかあか	0.00000037
あかし	0.00000046
あかすり	0.00000009
あかた	0.00000009
あかちゃん	0.00000009
あかつき	0.00000064
あかぬけ	0.00000009
あかね	0.00000009
あかみたい	0.00000009
あからさま	0.00000238
あからめ	0.00000018
あかり	0.00000138
あかる	0.00000128
あかん	0.00000009
あかんぼう	0.00000073
あかんぼうと	0.00000009
あか抜け	0.00000037
あが	0.00001210
あがき	0.00000009
あがっと	0.00000009
あがめ	0.00000156
あがり	0.00000073
あがりかけ	0.00000009
あがりこ	0.00000018
あがりこぼし	0.00000009
あき	0.00000165
あきあき	0.00000037
あきず	0.00000009
あきた	0.00000028
あきのり	0.00000009
あきびん	0.00000009
あきめくら	0.00000009
あきら	0.00000018
あきらか	0.00000147
あきらめ	0.00002614
あきらめかけ	0.00000064
あきらめろ	0.00000064
あきれ	0.00000504
あきれかえ	0.00000037
あく	0.00000064
あくせく	0.00000128
あくたい	0.00000018
あくど	0.00000028
あくび	0.00000174
あくまで	0.00001183
あくる	0.00000083
あくる日	0.00000009
あくる朝	0.00000009
あぐね	0.00000046
あぐら	0.00000101
あぐる	0.00000009
あけ	0.00000954
あけがた	0.00000009
あけくれ	0.00000018
あけすけ	0.00000009
あけはな	0.00000018
あけぼの	0.00000009
あけれ	0.00000009
あけろ	0.00000018
あげ	0.00014443
あげく	0.00000303
あげだ	0.00000009
あげつら	0.00000009
あげらる	0.00000009
あげれ	0.00000202
あげろ	0.00000009
あこがれ	0.00000165
あこの	0.00000009
あご	0.00000385
あごと	0.00000009
あごひげ	0.00000147
あごも	0.00000009
あごや	0.00000009
あご髭	0.00000009
あさ	0.00000119
あさい	0.00000018
あさかぜ	0.00000046
あさがお	0.00000009
あさき	0.00000009
あさって	0.00000083
あさの	0.00000009
あさひ	0.00000018
あさま	0.00000018
あさまし	0.00000009
あさみ	0.00000046
あさゆう	0.00000009
あさり	0.00000028
あさり歩	0.00000009
あざ	0.00000119
あざけ	0.00000083
あざけり	0.00000028
あざなえ	0.00000009
あざみ	0.00000018
あざむ	0.00000018
あざやか	0.00000009
あざわら	0.00000009
あざ笑	0.00000156
あし	0.00000064
あしか	0.00000009
あしから	0.00000009
あした	0.00000174
あしなが	0.00000037
あしら	0.00000248
あしらい	0.00000018
あじさい	0.00000046
あじわえ	0.00000009
あす	0.00000046
あすこ	0.00000046
あすこが	0.00000009
あすこの	0.00000018
あずか	0.00000101
あずから	0.00000009
あずかり	0.00000037
あずかれ	0.00000037
あずき	0.00000073
あずけ	0.00000046
あずさ	0.00000037
あずまや	0.00000009
あずみ	0.00000055
あせ	0.00000541
あせも	0.00000009
あせり	0.00000064
あぜ	0.00000009
あぜん	0.00000257
あぜ溝	0.00000009
あぜ道	0.00000028
あそ	0.00000092
あそこ	0.00001641
あそば	0.00000018
あそび	0.00000046
あそぶ	0.00000009
あた	0.00002531
あたい	0.00000009
あたえ	0.00000101
あたかも	0.00000605
あたし	0.00001733
あたしか	0.00000009
あたしにあ	0.00000009
あたしゃ	0.00000046
あたたか	0.00000257
あたたかい	0.00000018
あたため	0.00000046
あたま	0.00000358
あたら	0.00000009
あたらし	0.00000055
あたらしい	0.00000009
あたり	0.00003402
あたりまえ	0.00000101
あたん	0.00000009
あだ	0.00000092
あだち	0.00000028
あだ名	0.00000110
あだ討ち	0.00000046
あち	0.00000009
あちこ	0.00000009
あちこち	0.00002164
あちこちうろつ	0.00000009
あちこちよた	0.00000009
あちちちち	0.00000018
あちゃー	0.00000009
あちら	0.00000651
あちらこちら	0.00000348
あっ	0.00001486
あっか	0.00000018
あっけ	0.00000183
あっけらかん	0.00000009
あっけらかんと	0.00000009
あっさり	0.00000459
あっし	0.00000046
あっしぁ	0.00000009
あっしゃ	0.00000009
あっせん	0.00000238
あっち	0.00000871
あっちこっち	0.00000110
あっちゃ	0.00000009
あっちょん	0.00000018
あっと	0.00000110
あっぱれ	0.00000037
あつ	0.00000138
あつあつ	0.00000009
あつか	0.00000037
あつかい	0.00000018
あつかえ	0.00000018
あつかまし	0.00000073
あつかん	0.00000018
あつく	0.00000009
あつこ	0.00000009
あつた	0.00000009
あつべえ	0.00000009
あつぼった	0.00000009
あつま	0.00000028
あつまり	0.00000009
あつめ	0.00000046
あつらえ	0.00000110
あつらえむき	0.00000009
あつれき	0.00000083
あづさ	0.00000009
あて	0.00001265
あてが	0.00000064
あてこ	0.00000009
あてこすり	0.00000009
あてさき	0.00000009
あてつけ	0.00000018
あてど	0.00000009
あてはま	0.00000073
あてはめ	0.00000055
あてはめれ	0.00000009
あてもの	0.00000009
あてろ	0.00000009
あて先	0.00000046
あでやか	0.00000064
あと	0.00009528
あとあと	0.00000009
あとあの	0.00000009
あとかた	0.00000009
あとこの	0.00000009
あとじさり	0.00000009
あとずさり	0.00000018
あどけな	0.00000055
あな	0.00000018
あながち	0.00000064
あながちうそ	0.00000009
あなぐら	0.00000037
あなご	0.00000009
あなご飯	0.00000009
あなた	0.00098094
あなど	0.00000018
あなん	0.00000009
あに	0.00000009
あの	0.00029803
あのう	0.00000055
あのうすきみ	0.00000009
あのうま	0.00000009
あのぶとう	0.00000009
あのー	0.00000092
あの世	0.00000064
あば	0.00000064
あばあさま	0.00000009
あばきだ	0.00000009
あばずれ	0.00000009
あばた	0.00000037
あばら	0.00000055
あばら肉	0.00000009
あばら骨	0.00000009
あばれ	0.00000018
あばれまわ	0.00000009
